,Factor_0,Factor_1,Factor_2,Factor_3,Factor_4,Factor_5,Factor_6,Factor_7,Factor_8,Factor_9,Factor_10,Factor_11,Factor_12,Factor_13,Factor_14,Factor_15,Factor_16,Factor_17,Factor_18,Factor_19
Cloud Computing,0.0,0.0,0.0,0.0,0.0,2.3555001021456126,0.0,0.0,0.0,0.0,0.0,3.2948555193425032e-46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Mathematical Proof Techniques (Induction, Contradiction)",0.0,0.0,0.0,0.0,0.0,6.277747542921998e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.6853163903049602,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Usability Heuristics and Principles,0.0,0.0,0.0,0.0,0.0,0.0,0.8222914149859736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Version Control (Git, GitHub)",0.0,0.04615835943491247,2.223731769041326e-81,3.290648065292445e-05,0.0,0.0,0.0,0.0,0.13986395396368811,1.5648923263493486,0.46073679314581106,0.0,0.0,0.35515166611605625,0.675081651816941,0.15742382962109625,0.0,0.0,0.0,2.195056006911312e-06
.NET Framework,0.0,0.046639089059005,3.360610681990061e-83,4.972986037320714e-07,0.0,0.0,0.0,0.0,0.0014834963629231515,0.16712202610054505,0.021369228748863437,0.0,0.0,0.010292928251706489,0.11913555446441908,0.002687001102893487,0.0,0.0,0.0,3.3172936662655006e-08
Life-Span Development,7.831714199035402e-05,0.0,0.0,0.0,0.0,0.0,2.306133280686897,0.0,0.0,0.0,0.0,0.0009349876600951257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Artificial Intelligence and Machine Learning (AI/ML) Integration,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6001320675970111,0.0,0.0,0.0,0.0,0.11687106158516378,0.0,0.0,0.0,0.2620593193310064,0.0
Data Interpretation and Analysis,0.0,0.0,0.0,2.0942214852358356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Inclusive Teaching Practices,0.4503868778468239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1826830123012265e-12,0.0,0.0
Number Theory,0.0,0.0,0.0,0.0,0.0,3.3242950633109654e-08,0.0,0.0,0.0,0.0,0.0,0.0,2.5287088088994762,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Backup Solutions,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6547226211869841e-183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5407152569816592e-156,0.0,0.0,0.0
Digital Transformation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0529013798601802e-135,0.0,1.594859303423264e-153,0.0
Debugging Techniques,0.0,0.3418106238714822,0.0,0.0,0.0,0.0,0.0,0.0,0.0030186371558901504,0.0,0.036930186572467265,0.0,0.0,0.0,0.0,0.00468885664241615,0.0,0.0,0.0,0.0
Software Validation and Verification,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26190032194418894,0.0,0.0,0.0,0.006658936461446802,0.0,0.0,0.0,0.0,0.0,0.0
Primary Source Analysis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34895778948689005,0.0,0.05582508993127849,0.0,0.0
Mobile-First Design,0.0,0.0,3.2427332132595694e-80,0.0004798552560621663,0.0,0.0,0.0,0.0,0.0,0.017630407633562963,0.007062497131664398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.200916117077674e-05
Oral History Techniques,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23263852632459334,0.0,0.03721672662085233,0.0,0.0
Cultural Awareness and Sensitivity in Outdoor Adventures,0.0,0.0,0.0,0.0,0.009338951742673539,0.0,0.0,1.833732077599565e-148,0.0,0.0,1.1584172035402052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Flip-Flops and Registers,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.41484524828385
Interdisciplinary Approaches to Literature,0.0,0.0,0.0,0.0,0.07751817370248042,0.0,0.0,0.0,0.0,0.0,0.0,0.16086962369961755,0.16778848546457656,0.0,0.0,0.0,0.0,0.05308950428331156,0.0,0.0
Cloud Computing Fundamentals,0.0,0.0,0.0,0.0,0.0,1.9324184846030374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sustainable Practices in Outdoor Activities,0.0,0.0,0.0,0.0,0.009338951742673539,0.0,0.0,1.833732077599565e-148,0.0,0.0,1.1584172035402052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Training Principles,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2295779545592235e-19,0.0,0.0,0.0,4.943140153767458e-12,0.0,0.0,0.0,0.0,0.0,0.0,4.199766172345376e-16,0.0
Disaster Preparedness,0.0,0.0,1.5277086676940406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Web Security,0.0,0.0,2.4401598115563755e-81,3.610915342708494e-05,0.0,0.0,0.0,0.0,0.003448829227216008,0.09066565121179325,0.02400188049327912,0.0,0.0,0.010225468185365773,0.012696887798228848,0.004728746004612859,0.0,0.0,0.0,2.4086925307749607e-06
IBM Technologies,0.0,0.0,0.0,0.0,0.0,0.14218810766472656,0.0,0.0,0.0,0.0,0.0,2.656538898465018e-47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pre-Calculus,0.00017555361978613813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1077448745458462,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Digital Circuit Troubleshooting,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.41484524828385
Integrated Development Environments (IDEs),0.0,0.2278737492476548,0.0,0.0,0.0,0.0,0.0,0.0,0.0020124247705934338,0.0,0.024620124381644848,0.0,0.0,0.0,0.0,0.003125904428277434,0.0,0.0,0.0,0.0
User Interface (UI) Design,0.0,0.0,4.8640998198893535e-80,0.0007197828840932494,0.0,0.0,0.0,0.0,0.0,0.026445611450344443,0.010593745697496597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.8013741756165106e-05
Communication Protocols,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9823583428840617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ethical Decision Making in Professional Contexts,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0420382956837414e-61,0.0,0.0,0.0,0.0
Prototyping and Wireframing,0.0,0.0,0.0,0.0,0.0,0.0,0.8222914149859736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SQL Performance Tuning,0.0,0.0,0.0,0.0,0.0,0.0,6.999151949969605e-34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0577089349541284,0.0
Network Virtualization,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.264520536850237,0.0,0.0,0.0
Technology Entrepreneurship,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13349818587872953,0.0,0.0,0.0,0.0,0.0,2.0791390963037844e-56,0.0,0.0,0.0
"Version Control Systems (e.g., Git)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.554406508312641,0.0,0.0,0.0,0.0,1.346681262208344,0.0,0.0,0.0,0.25314572371710053,0.0
Software-Defined Networking (SDN),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.264520536850237,0.0,0.0,0.0
Listening and Feedback,0.6755803167702359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2740245184351663e-12,0.0,0.0
Middleware Technologies,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1095135196834003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Technical Presentation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004052452225625539,0.4374352365556808,0.031873855496098856,0.0,0.0,0.3234184189696493,0.001690709365825443,0.005771632013983466,0.0,0.0,0.0,0.0
HTML,0.0,0.0,4.8640998198893535e-80,0.0007197828840932494,0.0,0.0,0.0,0.0,0.0,0.026445611450344443,0.010593745697496597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.8013741756165106e-05
Critical Thinking and Problem Solving,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5050892053220669,0.0,0.0,0.0,0.7680035154041873,0.0,0.0,0.0,0.0,0.0,0.013354309588304655,0.0
"Design Patterns (e.g., Singleton, Factory, Observer)",0.0,0.26754300190783853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15244722789337176,0.0,0.0,0.0,0.0,0.0
Postcolonial Studies,0.0,0.0,0.0,0.0,0.07751817370248042,0.0,0.0,0.0,0.0,0.0,0.0,0.16086962369961755,0.16778848546457656,0.0,0.0,0.0,0.0,0.05308950428331156,0.0,0.0
Optimization Techniques,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3367261368813779,0.0,0.0,0.0,0.5120023436027916,0.0,0.0,0.0,0.0,0.0,0.00890287305886977,0.0
Unit Testing and Test-Driven Development (TDD),0.0,0.019942488867211772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48804111144501344,0.0,0.0,0.0,0.0,1.3440721275731262,0.0,0.0,0.0,0.0,0.0
Troubleshooting,0.0,0.0,0.0,0.0,0.0,0.5183572383660583,0.0,0.0,0.0,0.5687895503164366,0.0,0.0,0.0,0.0,0.0,0.0,0.44014433076811366,0.0,0.0,0.0
Database Performance Tuning,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.110276418912365,0.0
Contextual Inquiry and User Research,0.0,0.0,0.0,0.0,0.0,0.0,0.8222914149859736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Database Integration,0.0,0.0,2.4401598115563755e-81,3.610915342708494e-05,0.0,0.0,0.0,0.0,0.003448829227216008,0.09066565121179325,0.02400188049327912,0.0,0.0,0.010225468185365773,0.012696887798228848,0.004728746004612859,0.0,0.0,0.0,2.4086925307749607e-06
Critical Race Theory,0.00010322139115460906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8922434322077832,0.0,0.0,0.0,0.0
Documentation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002232530836015735,0.3689963835374438,0.02361029602085086,0.0,0.0,2.777449550196881,0.0,0.0035754946231769825,0.0,0.0,0.0,0.0
Historical Biography,0.0,0.0,0.0,0.0,0.001736513531211177,0.0,0.0,0.0,0.0,0.0,0.0,0.005535956558460592,0.013190305739623919,0.0,0.0,0.047947794141245406,0.0,0.05658244732262675,0.0,0.0
Intro to Databases (CRUD Operations),0.0,0.1139368746238274,0.0,0.0,0.0,0.0,0.0,0.0,0.0010062123852967169,0.0,0.012310062190822424,0.0,0.0,0.0,0.0,0.001562952214138717,0.0,0.0,0.0,0.0
Literature Review Skills,0.6755803167702359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2740245184351663e-12,0.0,0.0
Online Help Systems and FAQs,2.01103466000324e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6350362029750867,0.0,0.0,0.0,0.0,0.0,0.0
Windows Systems Administration,0.0,0.0,0.0,0.0,0.0,1.9324184846030374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Data Warehousing Concepts,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.110276418912365,0.0
Network Security Fundamentals,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.264520536850237,0.0,0.0,0.0
Creative Writing,0.4503102535827055,0.0,0.0,0.0,0.07753167575959978,0.0,0.0,0.0,0.0,0.0,0.0,0.16088022872186233,0.16279005530605817,0.0,0.0,0.0,0.0,0.053099855907067624,0.0,0.0
Cybersecurity,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.9933004704201264e-45,0.0,0.0,0.0,0.0,0.8588227368985851,0.0,0.0,0.0
Team Collaboration and Communication,0.0,0.010454373504642699,0.0,0.0,0.0,0.0,0.0,0.0,0.12739287717793876,0.15114674162260355,0.35505771940701764,0.0,0.0,0.016792390795814537,0.5187691580775814,0.13901321843262604,0.0,0.0,0.0,0.0
Risk Management in IT,0.0,0.0,0.0,0.0,0.0,0.0,2.6964652512345775e-52,2.7714721364670203e-74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mathematics Pedagogy,0.00017555361978613813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1077448745458462,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Change Management in System Development,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7399901246895764,0.0,0.0,0.0,0.0,0.0
Modulation Techniques,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.654905561922708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Critical Thinking and Historical Analysis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34895778948689005,0.0,0.05582508993127849,0.0,0.0
API Development,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.226784930199973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Disaster Recovery Planning,0.0,0.0,0.0,0.0,0.0,0.3455714922440389,0.0,0.0,0.0,0.37919303354429107,0.0,0.0,0.0,0.0,0.0,0.0,0.2934295538454091,0.0,0.0,0.0
Cultural Globalization,0.0,0.0,0.0,0.0,0.06870624370127783,0.0,1.7406836117190203e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Android Studio Optimization,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021204142519015423,0.002439364945146562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Philosophical Foundations of Scientific Inquiry,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3126215089519335,0.0,0.0,0.0,0.0
Workplace Ethics,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.829593973742362e-149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5214336440931e-142
IP Law,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.017432565783478e-176,7.675114133790172e-157,0.0,0.0,0.0
Cost Accounting and Management,0.0,0.0,3.1958641790562525e-94,0.0,0.0,0.0,0.0,0.0,1.3619166587700655e-37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trees and Tree Algorithms,0.0,0.0,0.0,0.0,0.0,6.277747542921998e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.6853163903049602,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Rizal's Personal Life and Works (Letters, Diaries, Poetry)",0.0,0.0,0.0,0.0,0.001736513531211177,0.0,0.0,0.0,0.0,0.0,0.0,0.005535956558460592,0.013190305739623919,0.0,0.0,0.047947794141245406,0.0,0.05658244732262675,0.0,0.0
International Political Economy,0.0,0.0,0.0,0.0,0.06870624370127783,0.0,1.7406836117190203e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sports Pedagogy and Teaching Methods,0.0,0.0,0.0,9.443788376192183e-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Visual Arts,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7888672671051646,0.0,0.0
Software Development,0.0,0.5059443106644879,0.0,0.0,0.0,0.0,0.0,0.0,0.1278486831578173,0.14858477623191085,0.3770501849915594,0.0,0.0,0.016087070782612248,0.6672197850739895,0.1405290860318365,0.0,0.0,0.0,0.0
"Virtualization (VMware, Hyper-V)",0.0,0.0,0.0,0.0,0.0,0.3455714922440389,0.0,0.0,0.0,0.37919303354429107,0.0,0.0,0.0,0.0,0.0,0.0,0.2934295538454091,0.0,0.0,0.0
Divide and Conquer Algorithms,0.0,1.0227701203358457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Advanced PHP,0.0,0.006621140070137748,0.0,0.0,0.0,0.0,0.0,0.0,0.001341242456393511,0.6324371468082405,0.014385975986593871,0.0,0.0,0.0,0.04857828899966111,0.002235700873845537,0.0,0.0,0.0,0.0
Statistical Power and Sample Size Calculation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0008298648675553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ethics in Historical Interpretation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23263852632459334,0.0,0.03721672662085233,0.0,0.0
Art Conservation and Restoration,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3944336335525823,0.0,0.0
"Graph Representations (e.g., Adjacency List, Matrix)",0.0,0.6818467468905638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MVVM Architecture,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021204142519015423,0.002439364945146562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Technical Documentation,0.0,0.010454373504642699,0.0,0.0,0.0,0.0,0.0,0.0,0.12739287717793876,0.15114674162260355,0.35505771940701764,0.0,0.0,0.016792390795814537,0.5187691580775814,0.13901321843262604,0.0,0.0,0.0,0.0
Data Collection Techniques,0.0,0.0,0.0,1.3961476568238906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Global Historical Context of the Philippines,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23263852632459334,0.0,0.03721672662085233,0.0,0.0
Business Ethics and Social Responsibility,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.159822504823429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Digital Logic Design Fundamentals,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.622267872425776
Deontological Ethics,0.0,0.0,0.0,0.0,2.1035042078378465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SQL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1641247001077584,0.0,0.0,0.0,0.01621260405626595,0.0,0.0,0.0,0.0,0.0,4.835492841910205,0.0
Literary Theory,0.0,0.0,0.0,0.0,0.07751817370248042,0.0,0.0,0.0,0.0,0.0,0.0,0.16086962369961755,0.16778848546457656,0.0,0.0,0.0,0.0,0.05308950428331156,0.0,0.0
Enterprise Solutions,0.0,0.0,0.0,0.0,0.0,0.09479207177648437,0.0,0.0,0.0,0.0,0.0,1.7710259323100122e-47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bioethics and Medical Ethics,0.0,0.0,0.0,0.0,1.4023361385585644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Database Optimization and Indexing,0.0,0.0,2.4401598115563755e-81,3.610915342708494e-05,0.0,0.0,0.0,0.0,0.003448829227216008,0.09066565121179325,0.02400188049327912,0.0,0.0,0.010225468185365773,0.012696887798228848,0.004728746004612859,0.0,0.0,0.0,2.4086925307749607e-06
Business Model Innovation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.601414852902268e-107,0.0,0.0,0.0,0.0,0.0,0.0,2.977271121666563e-101,0.0,0.0
"Containerization and Orchestration (e.g., Docker, Kubernetes)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1095135196834003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Communication for Development (C4D),0.0,0.0,1.5277086676940406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mobile Development,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8130371782990307,0.02064851913355445,0.0,0.0,0.0,0.13791284559332145,0.0022513075366864636,0.0,0.0,0.2545017443599885,0.0
Public History and Museum Studies,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11631926316229667,0.0,0.018608363310426167,0.0,0.0
Civic Responsibility,0.0,0.0,1.1134265397762348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Data Science,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1745319258660702e-142,0.0,0.0,0.0,0.0,0.0,0.0
Enterprise Integration,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6642702795251005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Program Design,0.0,0.7432249501223244,0.0,0.0,0.0,0.0,0.0,0.0,0.0006694014344156797,0.0,0.03293341286677595,0.0,0.0,0.0,0.22248691797854853,0.0022571539661310324,0.0,0.0,0.0,0.0
Anatomy and Kinesiology,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.499843987668041e-19,0.0,0.0,0.0,6.029661651250351e-12,0.0,0.0,0.0,0.0,0.0,0.0,5.122891167532266e-16,0.0
Subnetting and IP Addressing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.264520536850237,0.0,0.0,0.0
Cloud Integration,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.311962132617665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Algebra,0.00017555361978613813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1077448745458462,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Recursion and Recursive Structures,0.0,0.0,0.0,0.0,0.0,4.185165028614665e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.45687759353664015,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PHP,0.0,0.0,3.6602397173345644e-81,5.4163730140627405e-05,0.0,0.0,0.0,0.0,0.005173243840824012,0.13599847681768987,0.03600282073991868,0.0,0.0,0.015338202278048664,0.019045331697343272,0.0070931190069192865,0.0,0.0,0.0,3.613038796162442e-06
"Containerization (Docker, Kubernetes)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2024486129342646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SQL Query Writing and Optimization,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.665414628368547,0.0
Basic SEO Principles,0.0,0.0,1.6213666066297847e-80,0.00023992762803108316,0.0,0.0,0.0,0.0,0.0,0.008815203816781482,0.003531248565832199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.600458058538837e-05
Critical Thinking and Visual Analysis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1833009006577468,0.0,0.0
"Prototyping Tools (e.g., Sketch, Figma, Adobe XD)",0.0,0.0,0.0,0.0,0.0,0.0,0.8222914149859736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Malware Analysis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3288669802800847e-45,0.0,0.0,0.0,0.0,0.5725484912657234,0.0,0.0,0.0
Industry Applications,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3159265035920785e-182,0.0,0.0,0.0,0.0,0.0,1.5200738958850737e-177,0.0,0.0,0.0
Data Structures,0.0,1.7674297572315258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014023496193558319,0.0,0.0,0.0,0.11736851594639434,0.0,0.0,0.0,0.0,0.0
Database Design,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.665414628368547,0.0
Technology Integration,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.21160551944072e-136,0.0,6.379437213693058e-154,0.0
Negotiation Skills for Entrepreneurs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.159822504823429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Art and Popular Culture,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7888672671051646,0.0,0.0
Platform Architecture,0.0,0.0,0.0,0.0,0.0,2.8986277269045564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Financial Forecasting and Budgeting,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.159822504823429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Automated Testing Tools (e.g., Selenium, JUnit)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26190032194418894,0.0,0.0,0.0,0.006658936461446802,0.0,0.0,0.0,0.0,0.0,0.0
